Doc_ID,Sentence_ID,Country,Year,Document_Name,entity_name,ner_label,qh_category,qh_sub_category,qh_exact_category
1,380,CAN,2022,Canada's National Quantum Strategy,Horizon Europe,ORG,,,
1,380,CAN,2022,Canada's National Quantum Strategy,European Commission,ORG,,,
1,381,CAN,2022,Canada's National Quantum Strategy,NSERC Alliance,ORG,,,
1,381,CAN,2022,Canada's National Quantum Strategy,Government of Canada,ORG,,,
1,382,CAN,2022,Canada's National Quantum Strategy,Government of Canada,ORG,,,
1,389,CAN,2022,Canada's National Quantum Strategy,NQS,ORG,,,
1,390,CAN,2022,Canada's National Quantum Strategy,National Security Guidelines for Research Partnerships,ORG,,,
1,390,CAN,2022,Canada's National Quantum Strategy,National Security Review of Investments,ORG,,,
1,392,CAN,2022,Canada's National Quantum Strategy,Government of Canada,ORG,,,
1,393,CAN,2022,Canada's National Quantum Strategy,Mitacs,ORG,,,
1,393,CAN,2022,Canada's National Quantum Strategy,Government of Canada,ORG,,,
1,394,CAN,2022,Canada's National Quantum Strategy,GAC,ORG,,,
1,394,CAN,2022,Canada's National Quantum Strategy,TCS,ORG,,,
1,395,CAN,2022,Canada's National Quantum Strategy,TCS,ORG,,,
1,395,CAN,2022,Canada's National Quantum Strategy,Invest,ORG,,,
1,395,CAN,2022,Canada's National Quantum Strategy,NQS,ORG,,,
1,396,CAN,2022,Canada's National Quantum Strategy,NQS,ORG,,,
1,396,CAN,2022,Canada's National Quantum Strategy,Canadian International Innovation Program,ORG,,,
1,396,CAN,2022,Canada's National Quantum Strategy,TCS,ORG,,,
1,399,CAN,2022,Canada's National Quantum Strategy,Government of Canada,ORG,,,
1,4,CAN,2022,Canada's National Quantum Strategy,The National Quantum Strategy,ORG,,,
1,4,CAN,2022,Canada's National Quantum Strategy,NQS,ORG,,,
1,404,CAN,2022,Canada's National Quantum Strategy,Government of Canada,ORG,,,
1,405,CAN,2022,Canada's National Quantum Strategy,Government of Canada,ORG,,,
1,406,CAN,2022,Canada's National Quantum Strategy,NSERC Alliance,ORG,,,
1,406,CAN,2022,Canada's National Quantum Strategy,National Research Council of Canada,ORG,,,
1,406,CAN,2022,Canada's National Quantum Strategy,NRC,ORG,,,
1,406,CAN,2022,Canada's National Quantum Strategy,NQS,ORG,,,
1,406,CAN,2022,Canada's National Quantum Strategy,Government of Canada,ORG,,,
1,406,CAN,2022,Canada's National Quantum Strategy,RESEARCH PILLAR   Research,ORG,,,
1,406,CAN,2022,Canada's National Quantum Strategy,Natural Sciences and Engineering Research Council of Canada,ORG,,,
1,406,CAN,2022,Canada's National Quantum Strategy,NSERC,ORG,,,
1,407,CAN,2022,Canada's National Quantum Strategy,CERC,ORG,,,
1,407,CAN,2022,Canada's National Quantum Strategy,Canada Excellence Research Chairs Program,ORG,,,
1,408,CAN,2022,Canada's National Quantum Strategy,CFREF,ORG,,,
1,408,CAN,2022,Canada's National Quantum Strategy,Canada First Research Excellence Fund,ORG,,,
1,409,CAN,2022,Canada's National Quantum Strategy,NFRF,ORG,,,
1,409,CAN,2022,Canada's National Quantum Strategy,New Frontiers in Research Fund,ORG,,,
1,410,CAN,2022,Canada's National Quantum Strategy,NSERC,ORG,,,
1,411,CAN,2022,Canada's National Quantum Strategy,NSERC,ORG,,,
1,411,CAN,2022,Canada's National Quantum Strategy,U.S. National Science Foundation,ORG,,,
1,411,CAN,2022,Canada's National Quantum Strategy,NSF,ORG,,,
1,411,CAN,2022,Canada's National Quantum Strategy,NSERC-National Science Foundation,ORG,,,
1,412,CAN,2022,Canada's National Quantum Strategy,NSERC,ORG,,,
1,412,CAN,2022,Canada's National Quantum Strategy,NSF,ORG,,,
1,413,CAN,2022,Canada's National Quantum Strategy,Global Affairs Canada,ORG,,,
1,413,CAN,2022,Canada's National Quantum Strategy,CIIP,ORG,,,
1,413,CAN,2022,Canada's National Quantum Strategy,Canadian International Innovation Program,ORG,,,
1,414,CAN,2022,Canada's National Quantum Strategy,IDEaS,ORG,,,
1,414,CAN,2022,Canada's National Quantum Strategy,Department of National Defence,ORG,,,
1,414,CAN,2022,Canada's National Quantum Strategy,DRDC,ORG,,,
1,414,CAN,2022,Canada's National Quantum Strategy,DND,ORG,,,
1,414,CAN,2022,Canada's National Quantum Strategy,Innovation for Defence Excellence and Security,ORG,,,
1,414,CAN,2022,Canada's National Quantum Strategy,Defence Research and Development Canada,ORG,,,
1,416,CAN,2022,Canada's National Quantum Strategy,CFI,ORG,,,
1,416,CAN,2022,Canada's National Quantum Strategy,Innovation Fund – Canada Foundation for Innovation,ORG,,,
1,417,CAN,2022,Canada's National Quantum Strategy,John R. Evans Leaders Fund,ORG,,,
1,417,CAN,2022,Canada's National Quantum Strategy,Canada Foundation for Innovation,ORG,,,
1,417,CAN,2022,Canada's National Quantum Strategy,CFI,ORG,,,
1,418,CAN,2022,Canada's National Quantum Strategy,Perimeter Institute for Theoretical Physics,ORG,,,
1,419,CAN,2022,Canada's National Quantum Strategy,Refugees and Citizenship Canada,ORG,,,
1,419,CAN,2022,Canada's National Quantum Strategy,Mitacs,ORG,,,
1,419,CAN,2022,Canada's National Quantum Strategy,NSERC,ORG,,,
1,419,CAN,2022,Canada's National Quantum Strategy,NQS,ORG,,,
1,427,CAN,2022,Canada's National Quantum Strategy,PTs,ORG,,,
1,428,CAN,2022,Canada's National Quantum Strategy,ESDC,ORG,,,
1,428,CAN,2022,Canada's National Quantum Strategy,Global Talent Stream – Employment and Social Development Canada,ORG,,,
1,43,CAN,2022,Canada's National Quantum Strategy,National Quantum Strategy,ORG,,,
1,430,CAN,2022,Canada's National Quantum Strategy,NRC,ORG,,,
1,430,CAN,2022,Canada's National Quantum Strategy,Government of Canada,ORG,,,
1,432,CAN,2022,Canada's National Quantum Strategy,Government of Canada,ORG,,,
1,432,CAN,2022,Canada's National Quantum Strategy,Public Service Commission of Canada,ORG,,,
1,433,CAN,2022,Canada's National Quantum Strategy,PacifiCan,ORG,,,
1,433,CAN,2022,Canada's National Quantum Strategy,ITB,ORG,,,
1,433,CAN,2022,Canada's National Quantum Strategy,Pacific Economic Development Canada,ORG,,,
1,433,CAN,2022,Canada's National Quantum Strategy,ISED,ORG,,,
1,433,CAN,2022,Canada's National Quantum Strategy,Prairies Economic Development Canada,ORG,,,
1,433,CAN,2022,Canada's National Quantum Strategy,Federal Economic Development Agency for Southern Ontario,ORG,,,
1,433,CAN,2022,Canada's National Quantum Strategy,FedDev Ontario,ORG,,,
1,433,CAN,2022,Canada's National Quantum Strategy,PrairiesCan,ORG,,,
1,433,CAN,2022,Canada's National Quantum Strategy,CED,ORG,,,
1,433,CAN,2022,Canada's National Quantum Strategy,Canada Economic Development for Quebec Regions,ORG,,,
1,434,CAN,2022,Canada's National Quantum Strategy,Canadian Coast Guard,ORG,,,
1,434,CAN,2022,Canada's National Quantum Strategy,ITB Policy,ORG,,,
