topic_id,word,score
21,investment,0.04375183407666027
21,years,0.04270019720233147
21,quantum,0.04244316472694164
21,billion,0.03836718058700504
21,year,0.03728986021761483
21,seven,0.03679226614425938
22,standards,0.1213584037333277
22,standardisation,0.09536641896510821
22,standardization,0.03442722798127616
22,international,0.030395681896989463
22,norms,0.03017185010256992
22,characterisation,0.027692199805123798
22,development,0.026230869745800967
22,different,0.02557108462863759
22,tion,0.02500334530594881
22,process,0.0234826561766971
23,germany,0.09384626181887047
23,planck,0.04588124544316765
23,max,0.04588124544316765
23,german,0.034146381159443746
23,in,0.03024856484393469
23,strong,0.029858788707934826
23,munich,0.028417672771025162
23,technolo,0.028417672771025162
23,quantum,0.027289141826950393
23,gesellschaft,0.024431406733014617
24,academia,0.054837923207726985
24,stem,0.05271855018954934
24,academic,0.04883978410948834
24,diverse,0.0488246412740831
24,tracks,0.03629421431431717
24,educational,0.03629421431431717
24,workforce,0.03457494582747625
24,disciplinary,0.03180806757017133
24,convergent,0.02594973627442291
24,education,0.02591838661377236
25,skilled,0.07195560294863876
25,training,0.06746263960554671
25,skills,0.06437732534880712
25,postgraduate,0.05035740761236294
25,workers,0.04028592608989035
25,technical,0.03242706265288053
25,highly,0.029241035044784206
25,labour,0.026176867445315014
25,shortage,0.026176867445315014
25,increase,0.02594165012230442
26,regulatory,0.10444621636822417
26,regulation,0.09574236500420548
26,export,0.08953988646967494
26,nssif,0.06407425135642654
26,supports,0.05723282076469179
26,control,0.04797658213841241
26,act,0.04293853798274354
26,national,0.04120904170675005
26,framework,0.038763846343307186
26,multilaterally,0.036826838283948345
27,laboratory,0.08832794105811997
27,testing,0.08449008869126241
27,facilities,0.07226831541118908
27,npl,0.06583325434940522
27,physical,0.047620358589926956
27,test,0.035881009696543724
27,evaluation,0.028393256473503475
27,testbed,0.026943307257903067
27,causes,0.026943307257903067
27,dementia,0.025122571770120443
28,security,0.11521606169158034
28,national,0.060795930967855696
28,risks,0.05580719267420436
28,resilience,0.046307525963177526
28,economic,0.04459504583789981
28,risk,0.04168462382464149
28,defence,0.03174576520544209
28,mitigations,0.029248969248188168
28,growth,0.02655420703052395
28,pressing,0.02587182934047553
29,agencies,0.094313639250711
29,federal,0.09300822169292713
29,agency,0.05651340857653781
29,engagement,0.03411709946046566
29,driven,0.0321971509695937
29,end,0.03023957248655758
29,government,0.02763678143110378
29,showcasing,0.02668521977496047
29,mission,0.026223054663100407
29,explore,0.025898023111028914
30,strategy,0.10876004414145991
30,this,0.04851157989400537
30,implementation,0.04765568301498435
30,sets,0.041503229215590264
30,we,0.04053610563844637
30,our,0.04045369906799764
30,out,0.03773652480253887
30,plan,0.031127421911692696
30,goals,0.028593409808990614
30,success,0.027064782343644372
31,communication,0.10723277784473034
31,communications,0.06663564144513602
31,quantum,0.04140454070846819
31,network,0.03618936006892808
31,draft,0.03207192606570767
31,signals,0.02990461626255624
31,realised,0.02990461626255624
31,comes,0.0253884425186858
31,understood,0.0253884425186858
31,components,0.024988365541926006
32,million,0.11059779855800474
32,over,0.08856325217354417
32,billion,0.0812234504851159
32,additional,0.07979887183952696
32,years,0.0723171689992348
32,next,0.06967880964439428
32,two,0.06888489351223584
32,20,0.055328619124670214
32,an,0.046400860177037116
32,we,0.03685100512586034
33,talent,0.1963189112232584
33,attracting,0.08439718565905431
33,diverse,0.0438755548291468
33,pool,0.04037427241903485
33,visa,0.03935207340728119
33,shortages,0.034979030475172396
33,diversity,0.03261526861384057
33,domestic,0.03246756117642538
33,competitive,0.03127400783876018
33,youth,0.02964271463286685
34,infrastructure,0.15407571633855083
34,investments,0.04452022583631002
34,utility,0.03750102953764564
34,repurposed,0.03750102953764564
34,critical,0.03514440159559401
34,federal,0.03385356728286619
34,facilities,0.03352887360769901
34,construction,0.033171091536847934
34,including,0.028466434099301934
34,needed,0.025395247269991896
35,qt,0.11812176773406938
35,mpg,0.0903760078133748
35,qst,0.08403886696634841
35,qvls,0.05798125041235337
35,reliable,0.037830140184410735
35,ilabs,0.03277487239043551
35,ptb,0.029303316933852006
35,components,0.025536055745584655
35,platform,0.024581569142082496
35,demand,0.024581569142082496
36,qubits,0.18009751350523417
36,500,0.05809632323461583
36,scalable,0.05022380097047428
36,qubit,0.03956447325876768
36,50,0.03856277680598902
36,tum,0.0322466470305907
36,controllable,0.03196109417172916
36,assume,0.030319708310184785
36,entangled,0.030319708310184785
36,they,0.029370952826536578
37,photonics,0.11626838325944978
37,photonic,0.07130940556829671
37,photon,0.05704752445463737
37,fraunhofer,0.056496384606808
37,applied,0.056496384606808
37,single,0.055453819949035824
37,centre,0.046034013689844104
37,cap,0.045803351224881605
37,lasers,0.04278564334097803
37,dark,0.033597656222691195
38,supply,0.1721519320520876
38,chains,0.12895560341101459
38,chain,0.10514189949994449
38,preferred,0.08591363054610562
38,global,0.08286798762884641
38,location,0.0642026376913207
38,part,0.06319091760771796
38,integral,0.060828967707526174
38,well,0.04446205986585954
38,as,0.04316496190729061
39,security,0.15479668316135387
39,cyber,0.09516909267539823
39,digital,0.07001364785119384
39,protection,0.05894121821246765
39,privacy,0.042065595039172045
39,data,0.03933653931342656
39,assurance,0.03722934745585108
39,constitutional,0.027690033061276573
39,stability,0.027690033061276573
39,threaten,0.027690033061276573
40,navigation,0.12451968787786234
40,gyroscopes,0.06746626128588797
40,timing,0.05619858529633325
40,pnt,0.05187055251133051
40,demonstrating,0.040878259695324444
40,gravity,0.040878259695324444
40,mpi,0.040878259695324444
40,based,0.04004176051044577
40,clocks,0.03617851910024238
40,proof,0.03388872546837511
41,metrology,0.22860788882581512
41,tions,0.053619159782032536
41,quantum,0.05067131745479749
41,laboratory,0.042612393150820646
41,sensor,0.04075460831301602
41,institute,0.03349919554480425
41,communication,0.03187077779767683
41,based,0.029672380298577345
41,npl,0.029113510887585577
41,physical,0.028078936539080435
42,epsrc,0.14145475035590263
42,fellowships,0.10764302908963116
42,brightest,0.09133160724721137
42,nserc,0.07298273764979653
42,fellowship,0.06605188806238281
42,researchers,0.061918208289001866
42,grants,0.05921657614424164
42,stfc,0.050245143540240886
42,packages,0.04766476666781302
42,fellows,0.04766476666781302
43,ecosystem,0.18345727492372124
43,strengthen,0.05216365302991531
43,ecosystems,0.04766476666781302
43,monitoring,0.045665803623605686
43,environmental,0.04265715792553965
43,euroqci,0.030059900755710155
43,confidentiality,0.030059900755710155
43,hensive,0.030059900755710155
43,63,0.030059900755710155
43,admired,0.030059900755710155
44,led,0.10641162950950717
44,innovation,0.08795800151050574
44,funding,0.08761010807370713
44,round,0.07182066651756441
44,investment,0.05532220347048798
44,programmes,0.05404819588303784
44,industry,0.047942028131604704
44,continue,0.0396484511549394
44,launch,0.036656488140848036
44,from,0.03582844372878637
45,framework,0.18003467428842024
45,conceptual,0.1475763478690706
45,programme,0.11495010823123679
45,contracts,0.05951724641081862
45,frameworks,0.04213654928117524
45,this,0.03952020948261645
45,2026,0.0369652213299137
45,goals,0.033276813139773556
45,exchanged,0.028764215378308856
45,stead,0.028764215378308856
46,climate,0.18548148016278962
46,change,0.10665954113901674
46,efficiency,0.06452336994070056
46,greenhouse,0.055901067394901686
46,energy,0.0518874108520443
46,monitoring,0.047372936469347954
46,significant,0.04730828728636743
46,consequences,0.04425181803490562
46,monitor,0.040953519950223186
46,improving,0.03927291549606088
47,standards,0.189039051969222
47,technical,0.10522485892804545
47,standardisation,0.08438430517440618
47,bodies,0.07611773386278087
47,relating,0.06261288875890231
47,relevant,0.053008807500671724
47,global,0.05260044400324839
47,priority,0.04323959309339633
47,engagement,0.04219215258720309
47,bod,0.03948697022347724
48,space,0.10346955489370364
48,nstc,0.07717641657815255
48,intelligence,0.06770472117268404
48,national,0.0654356204364552
48,director,0.06296225485531032
48,odni,0.06296225485531032
48,subcommittees,0.06296225485531032
48,nasa,0.05870748350491303
48,annex,0.05569251684344469
48,state,0.05125270250931242
49,royal,0.17353277100412998
49,engineering,0.15667688707671223
49,academy,0.1400871162643462
49,institution,0.1327259280600608
49,strathclyde,0.09900374437219063
49,institute,0.08292207181208942
49,bodies,0.07611773386278087
49,faraday,0.07078596699709444
49,crick,0.07078596699709444
49,professional,0.06753000533653723
50,ip,0.1493872716366096
50,intellectual,0.09205777135372063
50,property,0.09205777135372063
50,protect,0.08907943227879199
50,hostile,0.06337739696553112
50,how,0.054825829077453224
50,actors,0.05097882236852336
50,expert,0.05097882236852336
50,against,0.046028885676860316
50,including,0.038696558853738565
51,ups,0.2166718554132888
51,start,0.20264047250452913
51,promotion,0.0540092786366445
51,spin,0.049570567606961935
51,enterprises,0.04738083617977888
51,sized,0.04643317080749739
51,medium,0.04037287973913801
51,locational,0.03686904954567764
51,marked,0.03686904954567764
51,concerned,0.03686904954567764
52,fraunhofer,0.2385257763977605
52,gesellschaft,0.17003129310144277
52,ibm,0.09914371501202286
52,beyond,0.04604383903255899
52,cooperation,0.04223983371551433
52,forschung,0.038573976692298576
52,closed,0.038573976692298576
52,discovering,0.038573976692298576
52,ang,0.038573976692298576
52,ewandten,0.038573976692298576
53,collaborative,0.08978105823323808
53,innovative,0.06146080202313228
53,programme,0.056620860105407504
53,firms,0.05353123513475814
53,environment,0.0507362047938389
53,matchmaking,0.04250508259724621
53,recognize,0.04250508259724621
53,reputation,0.04250508259724621
53,them,0.04173931089130296
53,smooth,0.038098179689518986
54,council,0.07619257374388314
54,agree,0.06466393741896737
54,secretariat,0.06029417224828907
54,leads,0.05479896434832683
54,government,0.05463866382933086
54,external,0.04737326091539331
54,advice,0.04737326091539331
54,action,0.04237291913801997
54,engagement,0.03854310155263417
54,identify,0.03809628687194157
55,missions,0.18092523595559568
55,pnt,0.13399892732093716
55,launch,0.07594766136681952
55,70,0.06613486375159057
55,two,0.06393379179104389
55,include,0.05925066234084876
55,focussed,0.05918680662168627
55,resilient,0.0560767046053757
55,accelerating,0.05359957092837486
55,capabilities,0.052210055543641866
56,communication,0.07305539020289391
56,communications,0.06384013936396164
56,transmission,0.06305023364068456
56,fundamental,0.06280805155491058
56,networks,0.05138849229989111
56,term,0.051275643028487985
56,network,0.04622818940311703
56,algorithms,0.04622818940311703
56,impli,0.04570752032717571
56,https,0.04570752032717571
57,nqs,0.17835189517892602
57,canada,0.11264802557994086
57,under,0.07270564744167349
57,number,0.05079275265921221
57,government,0.04760511526731338
57,addition,0.04531596342909368
57,mechanisms,0.043071373849086235
57,will,0.03970747113905082
57,portal,0.03666647235037173
57,legality,0.03666647235037173
58,public,0.236631777569805
58,delivery,0.104530114569386
58,ways,0.10278173100171234
58,applications,0.09677447468916982
58,sector,0.07898940983750821
58,useful,0.0719640120382805
58,other,0.05711313558209539
58,service,0.05654227915708234
58,good,0.05654227915708234
58,application,0.05389425088375935
59,measures,0.12523240252704002
59,parameters,0.07451815633982035
59,part,0.06563845314886198
59,ment,0.059185943071528364
59,measurement,0.0560956630467092
59,accordingly,0.04699505611103982
59,bases,0.04699505611103982
59,analyses,0.04699505611103982
59,crises,0.04699505611103982
59,egies,0.04699505611103982
60,tum,0.2110139965064279
60,automotive,0.041708112298547845
60,advi,0.041708112298547845
60,folgen,0.041708112298547845
60,fixed,0.041708112298547845
60,implements,0.041708112298547845
60,bekämpfen,0.041708112298547845
60,pure,0.041708112298547845
60,ternal,0.041708112298547845
60,ticipate,0.041708112298547845
61,leibniz,0.30900973005902743
61,institutes,0.17773298950367353
61,association,0.11089566398974109
61,institute,0.07248532829091266
61,institutions,0.05941927270590732
61,diag,0.05752843075661771
61,fritz,0.05752843075661771
61,ifw,0.05752843075661771
61,rial,0.05752843075661771
61,master,0.05752843075661771
62,scqis,0.2441490013708357
62,ostp,0.11007653157171193
62,shall,0.06961564605430585
62,office,0.06056140862855227
62,agencies,0.05985288644756659
62,four,0.057658245193077384
62,policy,0.04584621432069291
62,arranged,0.04390327610373457
62,finds,0.04390327610373457
62,omb,0.04390327610373457
