Paragraph_ID,Doc_ID,Country,Year,Document_Name,entity_name,ner_label,qh_category,qh_sub_category,qh_exact_category
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,German Aerospace Center,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,MQV Association,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Free State of Bavaria,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Federal Ministry of Education and Research,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Quantum Technologies Stimulus Package,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Federal Ministry for Economic Affairs and Climate Action,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Centre for Quantum Computing and Quantum Technol-ogies,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,ZQQ,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Airbus,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BMW,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Fujitsu,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Huawei,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Infineon,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Menlo Systems,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Microsoft,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,OHB,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Rohde&Schwarz,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Siemens,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Toptica Photonics,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Volkswagen,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Federal Institute of Metrology,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QT,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Quantum Technology Competence Centre,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QTZ,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QTcomponents,ORG,,,
168,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QVLS,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Joint Technical Committee,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V.,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Association,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Ferdinand Braun Institute,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institute for Highest Frequency Technology,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,FBH,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institute for Solid State and Materials Research,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IFW,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institute for Innovative Microelectronics,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IHP,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institute for Crystal Growth,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IKZ,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institute for Surface Modification,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IOM,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institute for Photonic Technologies,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IPHT,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Paul Drude Institute for Solid State Electronics,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,PDI,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Weierstrass Institute for Applied Analysis and Stochastics,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,WIAS,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institutes,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Research Factory Microelectronics Germany,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QSolid,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Quantum Computers,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Solid State,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,MU-NIQC-SC,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Munich Quantum Valley Quantum Comput-er Demonstrators,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BECCAL,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Bose-Einstein Condensate,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Cold Atom Lab,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,International Space Station,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Zentrum für Digitalisierungs,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Technologieforschung der Bundeswehr,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Centre for  Digitisation and Technology Research of the  Bundeswehr,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,German Armed Forces,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Fighting the Consequences of Covid,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BMVg,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,University of the Bundeswehr Munich,ORG,,,
172,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Galileo A,ORG,,,
172,2,GER,2023,Quantum Technologies Conceptual Framework Programme,American GPS,ORG,,,
172,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QKD,ORG,,,
172,2,GER,2023,Quantum Technologies Conceptual Framework Programme,TRL 5,ORG,,,
1,3,UK,2023,National Quantum Strategy,"Department for Science, Innovation and Technology",ORG,,,
1,3,UK,2023,National Quantum Strategy,DSIT,ORG,,,
2,3,UK,2023,National Quantum Strategy,Rt Hon Michelle Donelan,ORG,,,
18,3,UK,2023,National Quantum Strategy,National Science and Technology Council,ORG,,,
21,3,UK,2023,National Quantum Strategy,The UK,ORG,,,
23,3,UK,2023,National Quantum Strategy,oA,ORG,,,
30,3,UK,2023,National Quantum Strategy,"National Quantum Computing Centre,including",ORG,,,
36,3,UK,2023,National Quantum Strategy,Quantum Computing Centre,ORG,,,
37,3,UK,2023,National Quantum Strategy,International SciencePartnerships Fund,ORG,,,
40,3,UK,2023,National Quantum Strategy,Commission,ORG,,,
43,3,UK,2023,National Quantum Strategy,National Quantum Computing Centre,ORG,,,
47,3,UK,2023,National Quantum Strategy,Office for Quantum,ORG,,,
48,3,UK,2023,National Quantum Strategy,National Quantum Technologies Programme,ORG,,,
48,3,UK,2023,National Quantum Strategy,Strategic Advisory Board,ORG,,,
48,3,UK,2023,National Quantum Strategy,Peter Knight,PER,,,
48,3,UK,2023,National Quantum Strategy,Institute of Physics,ORG,,,
48,3,UK,2023,National Quantum Strategy,Institution of Engineering and Technology,ORG,,,
48,3,UK,2023,National Quantum Strategy,Royal Academy of Engineering,ORG,,,
48,3,UK,2023,National Quantum Strategy,UKQuantum,ORG,,,
49,3,UK,2023,National Quantum Strategy,Artur Ekert,PER,,,
49,3,UK,2023,National Quantum Strategy,National Quantum Technologies Programme  The UK,ORG,,,
49,3,UK,2023,National Quantum Strategy,NQTP,ORG,,,
49,3,UK,2023,National Quantum Strategy,Quantum Research Hubs,ORG,,,
49,3,UK,2023,National Quantum Strategy,theEngineering and Physical Sciences Research Council,ORG,,,
49,3,UK,2023,National Quantum Strategy,EPSRC,ORG,,,
50,3,UK,2023,National Quantum Strategy,Innovate UK,ORG,,,
51,3,UK,2023,National Quantum Strategy,NQCC,ORG,,,
51,3,UK,2023,National Quantum Strategy,UKRI,ORG,,,
52,3,UK,2023,National Quantum Strategy,Quantum Metrology Institute,ORG,,,
52,3,UK,2023,National Quantum Strategy,National Physical Laboratory,ORG,,,
52,3,UK,2023,National Quantum Strategy,NPL,ORG,,,
52,3,UK,2023,National Quantum Strategy,NQTPin,ORG,,,
54,3,UK,2023,National Quantum Strategy,Centres for Doctoral Training,ORG,,,
54,3,UK,2023,National Quantum Strategy,CDTs,ORG,,,
55,3,UK,2023,National Quantum Strategy,MoD,ORG,,,
55,3,UK,2023,National Quantum Strategy,Defence Science and TechnologyLaboratory,ORG,,,
55,3,UK,2023,National Quantum Strategy,Dstl,ORG,,,
56,3,UK,2023,National Quantum Strategy,STFC,ORG,,,
56,3,UK,2023,National Quantum Strategy,Fraunhofer Centre for Applied Photonics,ORG,,,
56,3,UK,2023,National Quantum Strategy,Universities of York,ORG,,,
57,3,UK,2023,National Quantum Strategy,UK National Quantum Hub in Sensors and Timing and Defence Science and Technology Laboratory,ORG,,,
57,3,UK,2023,National Quantum Strategy,RSK,ORG,,,
57,3,UK,2023,National Quantum Strategy,Teledyne e2V,ORG,,,
57,3,UK,2023,National Quantum Strategy,UK Commercialising Quantum Challenge,ORG,,,
61,3,UK,2023,National Quantum Strategy,European Union19,ORG,,,
67,3,UK,2023,National Quantum Strategy,Framework,ORG,,,
67,3,UK,2023,National Quantum Strategy,National Quantum Strategy,ORG,,,
68,3,UK,2023,National Quantum Strategy,Government,ORG,,,
68,3,UK,2023,National Quantum Strategy,Thehubs,ORG,,,
73,3,UK,2023,National Quantum Strategy,NationalQuantum Computing Centre,ORG,,,
80,3,UK,2023,National Quantum Strategy,PNT,ORG,,,
83,3,UK,2023,National Quantum Strategy,US National Science and Technology Council,ORG,,,
84,3,UK,2023,National Quantum Strategy,Doctoral Training,ORG,,,
84,3,UK,2023,National Quantum Strategy,Defence Science and Technology Laboratory,ORG,,,
84,3,UK,2023,National Quantum Strategy,26  Fellowships  Quantum,ORG,,,
84,3,UK,2023,National Quantum Strategy,Joint EPSRC,ORG,,,
84,3,UK,2023,National Quantum Strategy,UKRI Future Leaders Fellowship,ORG,,,
84,3,UK,2023,National Quantum Strategy,STFC Ernest Rutherford Fellowships,ORG,,,
85,3,UK,2023,National Quantum Strategy,Royal Society,ORG,,,
86,3,UK,2023,National Quantum Strategy,Institution of Engineering & Technology,ORG,,,
86,3,UK,2023,National Quantum Strategy,IET,ORG,,,
86,3,UK,2023,National Quantum Strategy,IoP,ORG,,,
87,3,UK,2023,National Quantum Strategy,UK Science and Technology Framework,ORG,,,
87,3,UK,2023,National Quantum Strategy,Department for Education,ORG,,,
87,3,UK,2023,National Quantum Strategy,PhD,ORG,,,
90,3,UK,2023,National Quantum Strategy,Quantum Skills Taskforce,ORG,,,
91,3,UK,2023,National Quantum Strategy,STEM Learning,ORG,,,
91,3,UK,2023,National Quantum Strategy,QuantumAmbassador,ORG,,,
94,3,UK,2023,National Quantum Strategy,Quantum Technologies for Fundamental Physics,ORG,,,
94,3,UK,2023,National Quantum Strategy,QTFP,ORG,,,
98,3,UK,2023,National Quantum Strategy,OECD,ORG,,,
98,3,UK,2023,National Quantum Strategy,Global Technology Forum,ORG,,,
98,3,UK,2023,National Quantum Strategy,World Economic Forum,ORG,,,
98,3,UK,2023,National Quantum Strategy,G7,ORG,,,
98,3,UK,2023,National Quantum Strategy,NATO,ORG,,,
98,3,UK,2023,National Quantum Strategy,AUKUS,ORG,,,
98,3,UK,2023,National Quantum Strategy,Institute of Electrical and Electronics Engineers Standards Association,ORG,,,
98,3,UK,2023,National Quantum Strategy,International Organization for Standardization and International Electrotechnical Commission,ORG,,,
98,3,UK,2023,National Quantum Strategy,forthcomingUK International Tech Strategy,ORG,,,
101,3,UK,2023,National Quantum Strategy,InternationalScience Partnerships Fund,ORG,,,
102,3,UK,2023,National Quantum Strategy,WorldEconomic Forum,ORG,,,
104,3,UK,2023,National Quantum Strategy,NIST,ORG,,,
105,3,UK,2023,National Quantum Strategy,Quantum Motion,ORG,,,
105,3,UK,2023,National Quantum Strategy,Robert Bosch Venture Capital,ORG,,,
105,3,UK,2023,National Quantum Strategy,British Patient Capital,ORG,,,
106,3,UK,2023,National Quantum Strategy,Institute of Engineering and Technology,ORG,,,
106,3,UK,2023,National Quantum Strategy,ISCF,ORG,,,
106,3,UK,2023,National Quantum Strategy,Harwell Campus,ORG,,,
106,3,UK,2023,National Quantum Strategy,Coherent Scotland,ORG,,,
106,3,UK,2023,National Quantum Strategy,M Squared,ORG,,,
106,3,UK,2023,National Quantum Strategy,University of Glasgow,ORG,,,
106,3,UK,2023,National Quantum Strategy,Li-Fi Centre,ORG,,,
106,3,UK,2023,National Quantum Strategy,University of Strathclyde,ORG,,,
106,3,UK,2023,National Quantum Strategy,Fraunhofer Centre for Applied Photonics UK,ORG,,,
106,3,UK,2023,National Quantum Strategy,Quantum Imaging Hub,ORG,,,
106,3,UK,2023,National Quantum Strategy,QuantIC,ORG,,,
106,3,UK,2023,National Quantum Strategy,Universities of Edinburgh,ORG,,,
106,3,UK,2023,National Quantum Strategy,Strathclyde,ORG,,,
106,3,UK,2023,National Quantum Strategy,UK Quantum Technologies Challenge,ORG,,,
106,3,UK,2023,National Quantum Strategy,The Directory,ORG,,,
107,3,UK,2023,National Quantum Strategy,UKRI Strength in Places Fund,ORG,,,
107,3,UK,2023,National Quantum Strategy,Institute for Compound Semiconductors,ORG,,,
107,3,UK,2023,National Quantum Strategy,Future CS Manufacturing Hub,ORG,,,
107,3,UK,2023,National Quantum Strategy,Cardiff University,ORG,,,
107,3,UK,2023,National Quantum Strategy,Centre for Integrated Semiconductor Materials,ORG,,,
107,3,UK,2023,National Quantum Strategy,Swansea University,ORG,,,
107,3,UK,2023,National Quantum Strategy,The CS Centre,ORG,,,
107,3,UK,2023,National Quantum Strategy,The CS Applications Catapult,ORG,,,
107,3,UK,2023,National Quantum Strategy,IQE,ORG,,,
107,3,UK,2023,National Quantum Strategy,KLA,ORG,,,
107,3,UK,2023,National Quantum Strategy,Microchip Technology,ORG,,,
107,3,UK,2023,National Quantum Strategy,UK National Quantum Foundry,ORG,,,
107,3,UK,2023,National Quantum Strategy,Quantum Computing,ORG,,,
114,3,UK,2023,National Quantum Strategy,CAP,ORG,,,
114,3,UK,2023,National Quantum Strategy,Glasgow  The Fraunhofer CAP UK,ORG,,,
114,3,UK,2023,National Quantum Strategy,Fraunhofer CAP,ORG,,,
114,3,UK,2023,National Quantum Strategy,Fraunhofer,ORG,,,
115,3,UK,2023,National Quantum Strategy,Government Innovation Hub,ORG,,,
115,3,UK,2023,National Quantum Strategy,"EDGE programmes,ICURe",ORG,,,
116,3,UK,2023,National Quantum Strategy,Intellectual Property Office,ORG,,,
116,3,UK,2023,National Quantum Strategy,IPO,ORG,,,
116,3,UK,2023,National Quantum Strategy,IP Service,ORG,,,
117,3,UK,2023,National Quantum Strategy,NPLare,ORG,,,
118,3,UK,2023,National Quantum Strategy,National Protective Security Agency,ORG,,,
118,3,UK,2023,National Quantum Strategy,NPSA,ORG,,,
118,3,UK,2023,National Quantum Strategy,CPNI,ORG,,,
118,3,UK,2023,National Quantum Strategy,National Cyber Security Centre,ORG,,,
118,3,UK,2023,National Quantum Strategy,NCSC,ORG,,,
119,3,UK,2023,National Quantum Strategy,DBT,ORG,,,
119,3,UK,2023,National Quantum Strategy,DBTalso,ORG,,,
122,3,UK,2023,National Quantum Strategy,British Business Bank,ORG,,,
122,3,UK,2023,National Quantum Strategy,Bank,ORG,,,
122,3,UK,2023,National Quantum Strategy,UK Innovation Strategy,ORG,,,
122,3,UK,2023,National Quantum Strategy,BPC,ORG,,,
122,3,UK,2023,National Quantum Strategy,Future Fund,ORG,,,
122,3,UK,2023,National Quantum Strategy,Oxford Quantum Circuits’,ORG,,,
123,3,UK,2023,National Quantum Strategy,National Security Strategic Investment Fund,ORG,,,
123,3,UK,2023,National Quantum Strategy,NSSIF,ORG,,,
123,3,UK,2023,National Quantum Strategy,British Technology Investments Limited,ORG,,,
124,3,UK,2023,National Quantum Strategy,Department forBusiness and Trade,ORG,,,
125,3,UK,2023,National Quantum Strategy,PsiQuantum,ORG,,,
125,3,UK,2023,National Quantum Strategy,IBM,ORG,,,
125,3,UK,2023,National Quantum Strategy,Hartree National Centre for Digital Innovation,ORG,,,
125,3,UK,2023,National Quantum Strategy,Department for Business and Trade,ORG,,,
126,3,UK,2023,National Quantum Strategy,Quantum Technologies,ORG,,,
126,3,UK,2023,National Quantum Strategy,EY,ORG,,,
127,3,UK,2023,National Quantum Strategy,Catalyst Fund,ORG,,,
129,3,UK,2023,National Quantum Strategy,Future of Compute,ORG,,,
130,3,UK,2023,National Quantum Strategy,Quantum Software Laboratory,ORG,,,
130,3,UK,2023,National Quantum Strategy,University of Edinburgh,ORG,,,
130,3,UK,2023,National Quantum Strategy,Oxford Quantum Circuits,ORG,,,
130,3,UK,2023,National Quantum Strategy,OQC,ORG,,,
130,3,UK,2023,National Quantum Strategy,SparQ,ORG,,,
131,3,UK,2023,National Quantum Strategy,Small Business Research Initiative,ORG,,,
131,3,UK,2023,National Quantum Strategy,SBRI,ORG,,,
131,3,UK,2023,National Quantum Strategy,MOD,ORG,,,
131,3,UK,2023,National Quantum Strategy,MOD Science & Technology Strategy,ORG,,,
131,3,UK,2023,National Quantum Strategy,Defence,ORG,,,
133,3,UK,2023,National Quantum Strategy,Crick Institute,ORG,,,
133,3,UK,2023,National Quantum Strategy,Faraday Institution,ORG,,,
144,3,UK,2023,National Quantum Strategy,World Economic Forum Global Future Council,ORG,,,
144,3,UK,2023,National Quantum Strategy,WEF Global Future Councils,ORG,,,
147,3,UK,2023,National Quantum Strategy,World Trade Organisation,ORG,,,
147,3,UK,2023,National Quantum Strategy,G20,ORG,,,
147,3,UK,2023,National Quantum Strategy,Council of Europe,ORG,,,
147,3,UK,2023,National Quantum Strategy,Commonwealth,ORG,,,
147,3,UK,2023,National Quantum Strategy,"UN,including",ORG,,,
147,3,UK,2023,National Quantum Strategy,International Telecommunications Union,ORG,,,
147,3,UK,2023,National Quantum Strategy,ITU,ORG,,,
148,3,UK,2023,National Quantum Strategy,Regulatory Horizons Council,ORG,,,
150,3,UK,2023,National Quantum Strategy,NSI,ORG,,,
152,3,UK,2023,National Quantum Strategy,Trusted Research,ORG,,,
152,3,UK,2023,National Quantum Strategy,Academic Technology Approval Scheme,ORG,,,
152,3,UK,2023,National Quantum Strategy,ATAS,ORG,,,
152,3,UK,2023,National Quantum Strategy,ACMT,ORG,,,
152,3,UK,2023,National Quantum Strategy,National Security and Investment Act,ORG,,,
152,3,UK,2023,National Quantum Strategy,NSIA,ORG,,,
152,3,UK,2023,National Quantum Strategy,ECJU,ORG,,,
152,3,UK,2023,National Quantum Strategy,Wassenaar Arrangement,ORG,,,
152,3,UK,2023,National Quantum Strategy,International Organization for Standardization,ORG,,,
152,3,UK,2023,National Quantum Strategy,ISO,ORG,,,
152,3,UK,2023,National Quantum Strategy,International Electrotechnical Commission,ORG,,,
152,3,UK,2023,National Quantum Strategy,IEC,ORG,,,
152,3,UK,2023,National Quantum Strategy,International Telecommunication Union,ORG,,,
152,3,UK,2023,National Quantum Strategy,Internet Engineering Task Force,ORG,,,
152,3,UK,2023,National Quantum Strategy,IETF,ORG,,,
152,3,UK,2023,National Quantum Strategy,European Telecommunications Standards Institute,ORG,,,
152,3,UK,2023,National Quantum Strategy,ETSI,ORG,,,
152,3,UK,2023,National Quantum Strategy,Institute of Electrical and Electronics Engineers,ORG,,,
152,3,UK,2023,National Quantum Strategy,IEEE,ORG,,,
153,3,UK,2023,National Quantum Strategy,British Standards Institute,ORG,,,
153,3,UK,2023,National Quantum Strategy,National PhysicalLaboratory and MOD,ORG,,,
154,3,UK,2023,National Quantum Strategy,International Standards Development Organisations,ORG,,,
154,3,UK,2023,National Quantum Strategy,SDOs,ORG,,,
154,3,UK,2023,National Quantum Strategy,National Institute of Standards and Technology,ORG,,,
154,3,UK,2023,National Quantum Strategy,BSI,ORG,,,
154,3,UK,2023,National Quantum Strategy,CENELEC,ORG,,,
154,3,UK,2023,National Quantum Strategy,CEN,ORG,,,
154,3,UK,2023,National Quantum Strategy,CENELEC Focus Group,ORG,,,
154,3,UK,2023,National Quantum Strategy,FGQT,ORG,,,
155,3,UK,2023,National Quantum Strategy,National Physical Laboratory  The Quantum Metrology Institute,ORG,,,
155,3,UK,2023,National Quantum Strategy,QMI,ORG,,,
155,3,UK,2023,National Quantum Strategy,Advanced Quantum Metrology Laboratory,ORG,,,
155,3,UK,2023,National Quantum Strategy,AQML,ORG,,,
155,3,UK,2023,National Quantum Strategy,NPL Teddington,ORG,,,
159,3,UK,2023,National Quantum Strategy,theQuantum Strategic Advisory Board,ORG,,,
160,3,UK,2023,National Quantum Strategy,theRoyal Academy of Engineering,ORG,,,
160,3,UK,2023,National Quantum Strategy,Institute of Engineering and Technology andTechUK,ORG,,,
161,3,UK,2023,National Quantum Strategy,UK Research and Innovation,ORG,,,
161,3,UK,2023,National Quantum Strategy,National Quantum Research Hubs,ORG,,,
161,3,UK,2023,National Quantum Strategy,UK International Tech Strategy,ORG,,,
161,3,UK,2023,National Quantum Strategy,International Science Partnerships Fund    Demonstrate UK,ORG,,,
161,3,UK,2023,National Quantum Strategy,Government User Group,ORG,,,
161,3,UK,2023,National Quantum Strategy,UN,ORG,,,
2,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,QIS,ORG,,,
2,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Trump,ORG,,,
2,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,National Science and Technology Council,ORG,,,
2,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,NSTC,ORG,,,
2,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Quantum Information Science,ORG,,,
2,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,SCQIS,ORG,,,
2,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Nation,ORG,,,
10,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,United States’,ORG,,,
12,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,National Science and Technology Council Subcommittee on Quantum Information Science,ORG,,,
20,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,U.S. Quantum Consortium,ORG,,,
22,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Federal Government,ORG,,,
33,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,OSTP,ORG,,,
35,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Trump Administration,ORG,,,
35,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Government,ORG,,,
35,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Grand Challenges,ORG,,,
35,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,NISQ,ORG,,,
37,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,National Science Foundation,ORG,,,
37,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,NSF,ORG,,,
37,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,National Defense Science and Engineering Graduate Fellowship Program,ORG,,,
37,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Department of Defense,ORG,,,
37,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,DOD,ORG,,,
37,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Department of Energy,ORG,,,
37,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,DOE,ORG,,,
37,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,National Institute of Standards and Technology’s,ORG,,,
37,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,NIST,ORG,,,
37,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Quantum Science and Engineering,ORG,,,
37,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,STEM,ORG,,,
39,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Semiconductor Research Corporation,ORG,,,
39,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Council of Advisors on Science and Technology,ORG,,,
40,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,U.S. Government,ORG,,,
42,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,U.S.  Quantum Consortium,ORG,,,
43,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Oak   Ridge’s Center for Nanophase Materials Science,ORG,,,
43,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Microsystems and   Engineering Sciences Application,ORG,,,
43,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,MESA,ORG,,,
43,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Sandia National Laboratories,ORG,,,
44,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Federal,ORG,,,
45,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,EAR,ORG,,,
45,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,International Traffic in Arms Regulation,ORG,,,
45,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,ITAR,ORG,,,
48,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Agency,ORG,,,
48,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,David Wineland,PER,,,
